,null_deg,sixty_deg,ninety_deg,straight_angle,twofourty_deg,labels
30,0.6322689404224366,0.5946176356679472,0.9150819132290697,0.46532391340497364,0.4453124789020065,M
31,0.5568757613164314,0.07889328865302267,0.1280402271868803,0.5737330910415372,0.30215772765997745,R
32,0.004020581961216982,0.09188425128864951,0.13905204112689026,0.22091044146124683,0.237538956830928,R
33,0.26336933264769086,0.4677494378760046,0.36060043139899245,0.2120808584786945,0.3273594382444886,R
34,0.6780954216356267,0.5573309979729026,0.9491387689680655,0.480244456400318,0.4909925033032033,M
35,0.5477727309933947,0.41782328836190896,0.6253279778394836,0.8330631514540727,0.8487629878014844,M
36,0.050069391872066354,0.31746397970092927,0.06054112189092888,0.06476687347666486,0.5239176706429227,R
37,0.6247847593102434,0.5329108399056236,0.5222116709821696,0.992768524382315,0.48776776786042203,M
38,0.050885106187908376,0.3464876454713902,0.3508732160784743,0.06642498216888076,0.37757452714225775,R
39,0.3403225461437145,0.2653599569575211,0.35186929403127803,0.26055443025180774,0.27289164242878566,R
40,0.49320718695330484,0.469280015277863,0.6089495584755678,0.42085522395916714,0.9732150239950912,M
41,0.1299449151172745,0.3460802971263019,0.016023589314342612,0.238482252365782,0.21960953144039122,R
42,0.2818768871232079,0.4195268227079365,0.14515665338648484,0.050841480268157366,0.07713820499869749,R
43,0.3603870541410201,0.5185770420415419,0.5685923692991218,0.5559549474469605,0.30083944873869617,R
44,0.20133674609235375,0.28997609574945543,0.3914802688092655,0.3071561514980731,0.020443576063769047,R
45,0.6734642937959257,0.5859801781646118,0.624776944462585,0.5929168508812279,0.8178793306715391,M
46,0.799847009887043,0.7068195990426562,0.6468857153589637,0.41447740102242,0.8594916009155651,M
47,0.7529744855689583,0.7724983051099863,0.4200579887134286,0.5606790270967228,0.79706250632139,M
48,0.8475345197979345,0.8106335096937917,0.5937258006452527,0.7713667955395456,0.6795383015032413,M
49,0.31010915445677867,0.47904729145013564,0.03690393404694619,0.3900611200802225,0.4992998936020199,R
50,0.003913668416928773,0.11280258249776406,0.163049362201462,0.1398503771293433,0.45831198207681595,R
51,0.28996316154005025,0.18595773035270205,0.42705038669883455,0.1088247834180674,0.1664605004926703,R
52,0.9264615737317836,0.9969144312567375,0.874221850861008,0.7356712186891251,0.6422408425760677,M
53,0.2333502670904847,0.536353344960727,0.3001884352668489,0.15436941732064022,0.1775776102076477,R
54,0.5615008620640847,0.8586970347907488,0.45528395935962357,0.9438211169189217,0.9341156332480989,M
55,0.9133282543833312,0.8322821864720503,0.8663736275810365,0.5992828826193937,0.8490224977327785,M
56,0.683265889724118,0.9961192383788435,0.9279170265660364,0.8840612511949046,0.6783230853982976,M
